title,wine_type,variety,flavor_categories_taste_notes,points,description,price,winery,country,province,region
Gary Farrell 2013 Durell Vineyard Chardonnay (Sonoma Valley),White,Chardonnay,"sweet, juicy, soft",96,"To tame Durell is no easy feat—indeed at first this wine exudes matchstick and robustness on the nose and palate. But tameness comes in the form of lemon and grapefruit pith, brightening the load, with a sinewy structure supporting its core. The finish is succulent in honey and stone. Drink now through 2020.",55,Gary Farrell,US,California,Sonoma Valley
Domaine Leflaive 2008  Bienvenues Bâtard-Montrachet,White,Chardonnay,"dry, briny, crisp, acidic",97,"A marvelously intense wine, the Chardonnay singing with light toast and acidity. The wine has layers of green apple, spice, a tight texture and orange zest highlights. Age for at least seven years.",410,Domaine Leflaive,France,Burgundy,Bienvenues Bâtard-Montrachet
Efeste 2009 Lola Chardonnay (Columbia Valley (WA)),White,Chardonnay,balanced/ complex,96,"This is as good as the best from California—textural, creamy, a delicious mix of lemon custard, meringue, caramel, papaya and toasted coconut. At one quarter the price of comparable bottles, this young wine just seduces from the instant it hits the tongue.",30,Efeste,US,Washington,Columbia Valley (WA)
Domaine Christian Moreau Père et Fils 2008 Clos des Hospices Dans Les Clos Grand Cru  (Chablis),White,Chardonnay,other white,95,"This Grand Cru within a Grand Cru is a magnificent, opulent wine. It has all the power of a great white Burgundy, the richness allied to minerality and then given weight by toast, yellow fruits and a pure, straight line of acidity.",110,Domaine Christian Moreau Père et Fils,France,Burgundy,Chablis
Joseph Drouhin 2007 Marquis de Laguiche Morgeot Premier Cru  (Chassagne-Montrachet),White,Chardonnay,balanced/ complex,95,"The magnificent wines from the Marquis de Laguiche estate are produced by Joseph Drouhin. This Morgeot is rich, intense, beautifully concentrated. It has toast, apricot and peach fruits to go with its tight mineral texture. Delicious now, but will age for many years.",99,Joseph Drouhin,France,Burgundy,Chassagne-Montrachet
Migration 2009 Charles Heintz Vineyard Chardonnay (Sonoma Coast),White,Chardonnay,"dry, briny, crisp, acidic",95,"Spectactular Chardonnay, so pure, clean and delicious. Defines the cool coastal climate of the Sonoma Coast, with brilliant, citrusy acidity brightening long hangtime flavors of tropical fruits, green apples and succulent peaches and pears. A stunningly good, upscale Chard to drink with very rich fare, such as ricotta cheese-filled gnocchi with grilled rock shrimp and Parmesan cheese.",55,Migration,US,California,Sonoma Coast
Domaine Leflaive 2008 Les Pucelles Premier Cru  (Puligny-Montrachet),White,Chardonnay,other white,95,"A fine, elegant wine, with balanced toast and acidity, great ripe apricot flavors along with spice from the toast, acidity, citrus and a hint of ginger. Still very young, this pure fruited wine could age over 6–10 years.",260,Domaine Leflaive,France,Burgundy,Puligny-Montrachet
Bouchard Père & Fils 2007  Montrachet,White,Chardonnay,balanced/ complex,98,"From arguably the finest white wine vineyard in Burgundy, this is a powerful wine that shows great weight, but balances that with intense, elegant structure, style and freshness. The flavors are endless and complex, richness combining with the lively character of the vintage. Age for many years.",757,Bouchard Père & Fils,France,Burgundy,Montrachet
Avignonesi 1997 375ml  (Vin Santo di Montepulciano),White,White Blend,"sweet, juicy, soft",97,"Made with Malvasia Toscano and Trebbiano grapes (unlike the slightly more complex Occhio di Pernice Vin Santo, which is made from Sangiovese), this is a delightfully rich and concentrated sweet wine that boasts unreal levels of intensity and personality. The wine is smooth and round with lingering notes of brown sugar, roasted almond, melted sugar, dried apricots and figs.",170,Avignonesi,Italy,Tuscany,Vin Santo di Montepulciano
Domaine Leflaive 2007 Les Pucelles Premier Cru  (Puligny-Montrachet),White,Chardonnay,"sweet, juicy, soft",96,"A powerful wine, showing rich, opulent Chardonnay. The spice and acidity crispen the wine, but leave the powerful fruit in all its glory.",260,Domaine Leflaive,France,Burgundy,Puligny-Montrachet
Bouchard Père & Fils 2007  Chevalier-Montrachet,White,Chardonnay,balanced/ complex,95,"Straddling richness and beautiful liveliness, this is going to be an impressive wine. It does need aging. At this stage, the wood is a big element, but then the bright white fruits—pears, white currants along with tangerines—will move center stage. Keep at least six years, almost certainly more.",328,Bouchard Père & Fils,France,Burgundy,Chevalier-Montrachet
Barons de Rothschild 2006 Blanc de Blancs Vintage Brut Chardonnay (Champagne),White,Chardonnay,balanced/ complex,96,"This Champagne is produced for the Bordeaux Rothschild families to serve at events in their chateaus (Mouton, Lafite, Clarke). It is a beautiful wine that manages to be both rich and tightly textured with minerality, crisp apple flavor and a hint of toast balances all elements so well. A limited amount is available outside the family circuit. Drink now.",390,Barons de Rothschild,France,Champagne,Champagne
Trisaetum 2015 Estates Reserve Riesling (Willamette Valley),White,Riesling,balanced/ complex,96,"This tops a thoroughly outstanding lineup of eight estate-grown Rieslings from Trisaetum. Unctuous citrus and stone fruits abound: a luscious mix of Meyer lemon, pink grapefruit, peach and apricot. There are hints of honey, caramel and butter, and everything is tightened up by defining acidity. Though entirely ageworthy, this is so thoroughly delicious already you'll want to drink at least a bottle or two immediately. Drink now through 2035.",38,Trisaetum,US,Oregon,Willamette Valley
Trisaetum 2015 Estates Reserve Dry Riesling (Willamette Valley),White,Riesling,balanced/ complex,95,"One barrel from each of the three estate vineyards contributed to this reserve. It's densely packed with a rich mix of fruits: juicy and ripe lemon and lime, grapefruit and orange, and a light touch of slightly bitter rind. The length is amazing. It's delicious now, and it should hold for up to a decade.",38,Trisaetum,US,Oregon,Willamette Valley
Lanson 2006 Clos Lanson Blanc de Blancs Brut Chardonnay (Champagne),White,Chardonnay,"dry, briny, crisp, acidic",95,"This Champagne is produced from a small parcel of Chardonnay in the heart of the city of Reims above the Lanson cellars. It has more than rarity value with its wonderful mature flavors, richness and flavors of vanilla, baked apple and hints of the wood in which the wine fermented. It is ready to drink now.",195,Lanson,France,Champagne,Champagne
Ruinart 1998 Dom Ruinart Brut Chardonnay (Champagne),White,Chardonnay,balanced/ complex,95,"Now at its peak of maturity, this is a gorgeous toast and spice flavored Champagne. It has richness, refined acidity, a powerful concentration of yeasty almonds, a taut texture and a final flavor that is straight, true, perfectly balanced.",150,Ruinart,France,Champagne,Champagne
Foxen 2010 Block UU Bien Nacido Vineyard Chardonnay (Santa Maria Valley),White,Chardonnay,"dry, briny, crisp, acidic",96,"You want decadence, opulence and fabulosity in your Chardonnay? This one's for you. It's tremendous in ripe pineapple, pear, peach, mango, lime, tangerine and papaya flavors. So much fruit, while the oak application is never heavy handed, applying just the right touch of buttered toast. Where does all that vanilla honey come from? A magnificent example of a first-growth California Chardonnay, at a great price.",32,Foxen,US,California,Santa Maria Valley
Bergström 2009 Sigrid Chardonnay (Willamette Valley),White,Chardonnay,balanced/ complex,95,"An astonishing wine, creamy and loaded with lush fruit flavors. The tropical fruits are just the beginning; layer upon layer of marshmallow, whipped cream, brioche, butterscotch, buttered nuts, toast and more keep piling on. With all that richness, it remains a billowy, pillowy Chardonnay, light as a feather, yet deep and dreamy.",80,Bergström,US,Oregon,Willamette Valley
Roar 2010 Sierra Mar Vineyard Chardonnay (Santa Lucia Highlands),White,Chardonnay,other white,95,"A brilliant Chardonnay, displaying both the terroir of this fine upland part of Monterey County, and the cool vintage that let the grapes hang on the vines until they were perfectly ripe. Dazzles with pineapple and mango fruit, with a perfect jacket of sweet, vanilla-scented oak. Best of all is the acidity, which is brisk, bright and clean.",45,Roar,US,California,Santa Lucia Highlands
Château Clos Haut-Peyraguey 2013  Sauternes,White,Bordeaux-style White Blend,balanced/ complex,95,"As is often the case, a poor red wine vintage in Bordeaux is a good year for sweet wines. This unctuous wine, still young and dominated by 95% Sémillon, is beautifully balanced. Its honey and botrytis flavors give it a dry edge that comfortably contrasts with the opulent sweetness. The acidity, a source of freshness, gives the wine the lift it needs. Drink this serious and major wine from 2023.",45,Château Clos Haut-Peyraguey,France,Bordeaux,Sauternes
Ramey 2014 Ritchie Vineyard Chardonnay (Russian River Valley),White,Chardonnay,balanced/ complex,95,"From blocks of old Wente vines planted in the 1970s, this producer and site continue to find beautiful synergy together. This wine shows high-toned floral notes around full-bodied richness and flavors of crème brûlée and anise. A salty accent begs for attention as a kick of citrus finishes with grace and freshness.",65,Ramey,US,California,Russian River Valley
Domaine Jacques Prieur 2014  Chevalier-Montrachet,White,Chardonnay,"sweet, juicy, soft",95,"This wine is opulent and rich without losing sight of the freshness of the vintage. Layers of new wood (100%) are blended with rich and perfumed fruits. At the same time, the acidity goes right through the wine, indicating an impressive future. It comes from a tiny patch of vines that gave two barrels. Drink from 2022.",685,Domaine Jacques Prieur,France,Burgundy,Chevalier-Montrachet
Albert Bichot 2014  Corton-Charlemagne,White,Chardonnay,balanced/ complex,95,"This wine has power along with great fruit and a rich structure. Yellow fruits are laced with a more finessed texture that adds minerality. It is a dense wine, full of fruit, with a measured touch of wood. Age this until 2021.",185,Albert Bichot,France,Burgundy,Corton-Charlemagne
Stoller 2014 Elsie's Chardonnay (Dundee Hills),White,Chardonnay,"dry, briny, crisp, acidic",95,"This is a selection a cut above the winery's Reserve. Potent and rich, it's packed with layer upon layer of citrus and stone fruits. There's a seam of licorice, and concentrated flavors of almond and buttercream. This utterly decadent effort just goes and goes.",65,Stoller,US,Oregon,Dundee Hills
Blue Farm 2013 Laceroni Vineyard Estate Farmed Chardonnay (Russian River Valley),White,Chardonnay,balanced/ complex,95,"This wine is the product of farming by Anne Moller-Racke and winemaking by Kenneth Juhasz, the original team behind Donum Estate in Carneros. Here, they've created a gorgeous, elegant expression of lemon zest and pear that harmonizes with stony minerality and brash, bristling acidity that becomes succulent on the palate. Atop it all is a scent of fresh-cut white flowers.",65,Blue Farm,US,California,Russian River Valley
Domaine Faiveley 2014  Corton-Charlemagne,White,Chardonnay,balanced/ complex,95,"Powerful and rich, this has a great spice component that shoots through the pure fruit flavors. It is already a delicious wine with its juicy acidity and fresh, zesty, mineral character. But at the same time, it has a great structure, beautifully ripe fruitiness and excellent potential. It will drink at its best from 2022.",333,Domaine Faiveley,France,Burgundy,Corton-Charlemagne
Chanin 2014 Bien Nacido VIneyard Chardonnay (Santa Maria Valley),White,Chardonnay,balanced/ complex,95,"Gavin Chanin's wines manage to pack a stunning array of elements behind a veil of restraint, here showing sea salt, lemon skins, struck flint and smoked nectarine on the nose. The palate is alkaline and botanical in presentation, offering lime skin, chalk, dried butter flakes, cement and a salty acidity. The wine tastes like foggy sunshine.",40,Chanin,US,California,Santa Maria Valley
Patz & Hall 2014 Hudson Vineyard Chardonnay (Carneros),White,Chardonnay,balanced/ complex,95,"This is the kind of wine that might leave you speechless, it's so good, so complex and so well made. The tenth vintage from this marquee vineyard site, it shows dark-golden color and pungent toasted-oak aromas, with a touch of petrol. Smooth and nearly full bodied, it celebrates all notions of pear, apple and almond atop lifted acidity and a lengthy finish.",55,Patz & Hall,US,California,Carneros
Thomas Fogarty 2013 Chardonnay (Santa Cruz Mountains),White,Chardonnay,"dry, briny, crisp, acidic",95,"From one of the preeminent Chardonnay producers in the country comes their least expensive yet perhaps most stunning bottling, showing strong lemon rind, sea salt, Gravenstein apple and a floral touch of honeysuckle on the nose. The wondrously zippy and saline palate is framed by a grippy, grapefruit-rind-led tension, but opens just enough to allow the slightest hints of lemon curd and delicate marzipan warmth.",35,Thomas Fogarty,US,California,Santa Cruz Mountains
Bergström 2010 Sigrid Chardonnay (Willamette Valley),White,Chardonnay,balanced/ complex,95,"Bergström's Sigrid is one of the finest Chardonnays made in Oregon. Racy and refined, it shows Burgundian finesse, toast and acidity. As in other top tier wines from the Northwest, the fruit has a certain vibrancy that shouts “New World.” Peach, apple and pear flavors abound.",80,Bergström,US,Oregon,Willamette Valley
Domaine Zind-Humbrecht 2013 Clos Saint Urbain Rangen de Thann Grand Cru Riesling (Alsace),White,Riesling,other white,96,"Subtle smoke hovers above earthy notes and the nose only holds the faintest suggestion of citrus. The palate comes forth with a vivid, leafy purity that suggests herbs, freshly turned earth and pure, lifted citrus. All we get right now are the flavors hovering above the core which is still firmly closed. A wealth of apple and citrus fruit is evoked which will awake with time, this is too young to be opened. Don't touch before 2018 and then drink until 2030 or even beyond. This is dry, delicate and yet powerful with a supremely clean finish.",120,Domaine Zind-Humbrecht,France,Alsace,Alsace
Domaine Weinbach 2014 Schlossberg Grand Cru Cuvée Saint Catherine Riesling (Alsace),White,Riesling,balanced/ complex,96,"Faint notes of ripe pear are only hinted at on the nose but on the dry palate they open up into pure, textured, precisely drawn fruit. There is concentration and a heady, seductive lemon and pear perfume hovering over the concentrated, profound palate of wet stone and immensely pure lemon oil. This comes on light, delicate feet but leaves you with a deep, lasting and impressive memory of Riesling purity and elegance.",62,Domaine Weinbach,France,Alsace,Alsace
Domaine Zind-Humbrecht 2013 Brand Grand Cru Riesling (Alsace),White,Riesling,balanced/ complex,96,"Very faint notes of mandarine and earth emanate from this delicate, closed wine. All the flavors are subdued and delicate with flinty smoke making an appearance here and there. All of this suggests that this is far too young to be approached: the structure, however, suggests delicacy and balance, tender flavors of linearity and precision. Smoke and salt characterize the long finish. Drink 2019–2035.",100,Domaine Zind-Humbrecht,France,Alsace,Alsace
Domaine Schoffit 2006 Rangen Grand Cru Clos Saint Théobald Sélection de Grains Nobles Gewurztraminer (Alsace),White,Gewürztraminer,balanced/ complex,95,"A heady and lifted nose suggests healing herbs steeped in honey. The palate is rich and unctuous but fresh with the lemon peel, herb and clear honey notes that were already present on the nose. The balance between luscious and tart is on a knife's edge and all the more thrilling for it. The flavors last and last—not in sweetness but in utter, gloried freshness. Drink 2016–2040.",75,Domaine Schoffit,France,Alsace,Alsace
René Muré 2014 Clos Saint Landelin Vorbourg Grand Cru Riesling (Alsace),White,Riesling,balanced/ complex,95,"The purity of juicy, tart, red apples runs like a fault line through a very taut, linear, whistle-clean Riesling. This has purity and precision, linearity and drive. Still tightly wound, this needs time to unfold but promises to be a wine of great longevity and expression. Resolutely dry, the purity and concentration of flavors will always remain. Drink 2018–2030.",50,René Muré,France,Alsace,Alsace
René Muré 2013 Clos Saint Landelin Vorbourg Grand Cru Riesling (Alsace),White,Riesling,balanced/ complex,95,"Very enticing but ever so ethereal notes of tropical fruit are hinted at: yellow and pink grapefruit, passion fruit and even some pineapple. The palate is still in thrall to all the primary citrus notes but holds promise of stone and riper fruit. This is taut, elegant, concentrated, dry and whistle-clean. Like a superlative sports car waiting to be sped around a race track. This spells raciness, subtle power and linearity. What a super-clean finish. Drink 2020–2035.",50,René Muré,France,Alsace,Alsace
Domaine Schoffit 2005 Rangen Grand Cru Clos Saint Théobald Sélection de Grains Nobles Larme de Lave Pinot Gris (Alsace),White,Pinot Gris,"dry, briny, crisp, acidic",95,"The nose is heady and fragrant, edged with dried chamomile and hay flowers and subdued honey. Underneath that is a notion of sweet, luscious apricot compote. With time, there are the most subtle notes of enticing pine resin and fir honey—lit and illuminated all the way by the purest and most concentrated of lemon acidity. A triumph of balance and richness.",90,Domaine Schoffit,France,Alsace,Alsace
Salon 2006 Le Mesnil Blanc de Blancs Brut Chardonnay (Champagne),White,Chardonnay,"dry, briny, crisp, acidic",100,"This new release from a great vintage for Chardonnay in Champagne is a perfect blanc de blancs, showing a wealth of intensity from the crisp, chalky, mineral tones to the perfumed apple notes. The aromas hint at developing toastiness that adds depth and complexity. The wine is still young and it will age for years. Drink from 2020.",617,Salon,France,Champagne,Champagne
René Muré 2015 Clos Saint Landelin Vorbourg Grand Cru Riesling (Alsace),White,Riesling,"dry, briny, crisp, acidic",97,"The heady aromatic scent of fresh tangerine peel takes turns with the refreshing perfume of green Seville oranges. The palate takes these enticing aromas and bundles them into one arrow-like force of concentrated freshness. This is a high-wire act of piercing brightness and layered citrus aroma. This is like a self-generating well of freshness that convinces with its luminosity, raciness and rapier-like purity of citrus flavors. Everything is heightened: Fruit, dryness, freshness and vibrant verve. It is tempting but it would be a shame to drink this now. Keep this genie in its bottle for a while longer, if only to see what fascinating direction it takes. This is wondrous. Drink 2022–2037.",50,René Muré,France,Alsace,Alsace
Domaine Ostertag 2015 Muenchberg Grand Cru Riesling (Alsace),White,Riesling,balanced/ complex,97,"There is something incredibly fruity and simultaneously tart on the nose: It is reminiscent of honeyed deaf nettle blossom as well as passion fruit. Wet stone and lemon heighten these perceptions even more. The palate comes in with concentrated zestiness—there almost is a sobering edge of bitter pith that pulls us towards the earth while the soaring lemon and grapefruit notes lift towards the light. This is fruitful promise and airy spirit, earthy depth and boundless richness. All this comes as a bundled force of joy, freshness and utter pleasure. That beguiling, lemony wet stone appears again on the dry intense finish of this elixir-like wine which perhaps has not only captured the light of the sun but that of the stars, too. Drink 2022–2040.",66,Domaine Ostertag,France,Alsace,Alsace
Domaine Zind-Humbrecht 2015 Clos Saint Urbain Rangen de Thann Grand Cru Riesling (Alsace),White,Riesling,balanced/ complex,97,"Smoke, orange, wet stone and earth notes are powerful and beguiling on the nose. The palate has absolute concentration and energy and more of that smoky promise. This is like the bundled focus of a laser light—incisive, precise and piercing. Notions of peach, lemon and tangerine dance and hover, but the central core and force remains a kind of drive that could move mountains. This is a sleeping giant, absolute and pure, brooding, laying in wait to unleash its might. The palate is absolutely dry, absolutely fresh, absolutely uncompromising. The finish is piercingly clean. Wait for this. Drink 2025–2040 at least.",120,Domaine Zind-Humbrecht,France,Alsace,Alsace
Trimbach 2014 Schlossberg Grand Cru Riesling (Alsace),White,Riesling,other white,97,"An earthy touch of freshly turned soil clings to the pure apple note on the nose. On the absolutely dry palate, however, a beautifully lithe, serene but all-encompassing cloud of lemon freshness just steals the show. It pervades and informs nose, palate and mind. Its luminosity and vivacious freshness just soars and sings. Yes, this is uncompromising. You have to like freshness, acidity and unflinching honesty to be a fan of this, but if you are, this is a ticket to vinous heaven. Wow. This is a real experience and a celebration of site and variety. Hoard this if you can. Gorgeous and fresh now, but far too young. Drink 2022–2040.",100,Trimbach,France,Alsace,Alsace
Lanson 2006 Clos Lanson Chardonnay (Champagne),White,Chardonnay,balanced/ complex,96,"The wine from this clos or walled vineyard in the city of Reims has spent eight years aging before disgorgement. It's a rare wine, with a wonderful balance between its toasty character and the crisp, dry apple and green-fruit flavors. It will certainly age further, so wait—if you can—until 2019.",196,Lanson,France,Champagne,Champagne
René Muré 2015 Zinnkoepfle Grand Cru Riesling (Alsace),White,Riesling,balanced/ complex,96,"Whiffs of red-cheeked mirabelle plum, tart red apple, a touch of earth and vivid tangerine immediately signal pleasure. The absolutely straightlaced, concentrated and dry palate adds hints of quince and blood orange. This is dry, even lean but absolutely powerful with bundled flavor. You can feel heat and energy at the core of this, there is real ripeness and force here, played against absolute, vivid and cleansing freshness. High drama indeed. Let it age a while before playing it out. It will be worth the wait. Drink 2022–2037.",65,René Muré,France,Alsace,Alsace
Domaine Zind-Humbrecht 2015 Brand Grand Cru Riesling (Alsace),White,Riesling,other white,96,"A touch of flinty reduction still hangs over the nose, subduing the varietal aromas. But this is only a sign of youth, as is the residual carbon dioxide on the palate. While very young, this holds all it needs for a promising future: A bright core of juicy fruit—think tangerine, tart red apple and ripe yellow pear—as well as the vividly clean and racy freshness of bright lemon. This is concentrated and rather powerful, rapier-like in its cleansing, dry finish but also generous on its fruity midpalate. This is confident and self-assured and stands tall with its powerful structure and body. Leave this to calm down and become itself. Drink 2018–2037.",100,Domaine Zind-Humbrecht,France,Alsace,Alsace
Domaine Barmès-Buecher 2015 Steingrubler Grand Cru Riesling (Alsace),White,Riesling,"dry, briny, crisp, acidic",96,"Tender pure peach and fine spicy notions of grapefruit zest unite to create a very inviting nose. The leafiness of fragrant citrus foliage adds extra charm. All these notions continue to play on the very zesty, thoroughly aromatic palate. Citrus flesh and peel shimmers and swirls across mind and palate, creating a dreamy, heightened cloud of fragrant freshness. The palate is just off dry and lip-smackingly bright and fresh. A triumphantly long finish adds the allure of blood orange to this seductive, aromatic wine and makes it utterly irresistible. Drink 2017–2037.",38,Domaine Barmès-Buecher,France,Alsace,Alsace
Jacquesson et Fils 2002 Dizy Corne Bautray Chardonnay (Champagne),White,Chardonnay,"dry, briny, crisp, acidic",95,"From one of the few Chardonnay vineyards in Dizy, this is a tight wine, with a steely character, very crisp and citric. Even at nine years age, it tastes young, structured, demanding aging.",300,Jacquesson et Fils,France,Champagne,Champagne
Jacquesson et Fils 2002 Avize Champ Gain Brut Chardonnay (Champagne),White,Chardonnay,"dry, briny, crisp, acidic",95,"Very pure Chardonnay from the heart of the Côte de Blancs. It has all the minerality of the vintage while also boasting tropical fruit flavors. It's already a delicious wine, with its tight edge of acidity, but could certainly age.",300,Jacquesson et Fils,France,Champagne,Champagne
Domaine Zind-Humbrecht 2009 Clos Saint Urbain Rangen de Thann Grand Cru Gewurztraminer (Alsace),White,Gewürztraminer,balanced/ complex,95,"Hints of smokiness combine with a perfumed character in this wonderful wine. It has richness, with lychee and spice flavors, while adding the extra complexity of a touch of toast and green tea. Wonderful now, but will age for five years and more.",84,Domaine Zind-Humbrecht,France,Alsace,Alsace
Domaine Zind-Humbrecht 2009 Clos Saint Urbain Rangen de Thann Grand Cru Pinot Gris (Alsace),White,Pinot Gris,other white,95,"This ultrarich, opulent wine has such purity of fruit. With its pepper and spice flavors layered over mango and ripe nectarine, it is a straight line of pure flavor, rich and complex.",74,Domaine Zind-Humbrecht,France,Alsace,Alsace
Arrowood 2005 Reserve Speciale Chardonnay (Sonoma County),White,Chardonnay,"sweet, juicy, soft",95,"Rich and satisfying, this opulent Chardonnay dazzles with sheer deliciousness. Master winemaker Richard Arrowood has pulled out all the stops on this Burgundian-style wine. The flavors, of pineapple custard, lemon meringue, green apple butter, crème brûlée and gingersnap cookie, are balanced by perfect acidity. This is by far Arrowood's greatest Chardonnay in recent memory.",35,Arrowood,US,California,Sonoma County
Domaine Vincent Girardin 2010  Corton-Charlemagne,White,Chardonnay,"dry, briny, crisp, acidic",95,"Powerful and concentrated, this has an intense expression of ripe tropical fruits. The wood shows strongly at this stage, although with this amount of richness, it has the weight and the power to develop well over many years.",123,Domaine Vincent Girardin,France,Burgundy,Corton-Charlemagne
Domaine Jean-Paul et Benoît Droin 2010 Les Clos Grand Cru  (Chablis),White,Chardonnay,other white,95,"This is taut and mineral, with hidden power. It's very closed at this stage. It's a wine with acidity and notes of green fruits and crisp apples, with just a touch of wood. This will age for many years.",70,Domaine Jean-Paul et Benoît Droin,France,Burgundy,Chablis
Domaine Vincent Girardin 2010  Chevalier-Montrachet,White,Chardonnay,"sweet, juicy, soft",95,"This is a deeply rich, very impressive wine from a great white-wine vintage. It's concentrated with the essence of pure Chardonnay. It has tension along with a full texture. Age it for at least 10 years.",398,Domaine Vincent Girardin,France,Burgundy,Chevalier-Montrachet
Rochioli 2010 Sweetwater Vineyard Chardonnay (Russian River Valley),White,Chardonnay,"dry, briny, crisp, acidic",95,"One word describes this Chardonnay: fabulous. It's really everything a California Chardonnay can deliver. Ripe tropical fruit, pear, green apple and honey flavors are wrapped into buttery, smoky oak. The richness is brightened by crisp acidity and a touch of minerals, showing its pedigree with every nuance. Drink soon, to enjoy its youthful beauty.",60,Rochioli,US,California,Russian River Valley
Domaine de Chevalier 2009  Pessac-Léognan,White,Bordeaux-style White Blend,balanced/ complex,95,"An impeccable wine, this is so finely balanced between its rich fruits and structure. With its seamless character, it offers both fine acidity, green and white fruit and an undertow of wood aging. This is a wine for long-term aging.",115,Domaine de Chevalier,France,Bordeaux,Pessac-Léognan
Henri Bourgeois 2012 Jadis  (Sancerre),White,Sauvignon Blanc,balanced/ complex,95,"From selected, sunny parcels of vines, it's powered by its citrus and pear fruits along with an intensely mineral texture and supreme concentration. It's a Sancerre to keep, still young and gawky, best drunk from 2016.",55,Henri Bourgeois,France,Loire Valley,Sancerre
Paul Hobbs 2012 Richard Dinner Vineyard Chardonnay (Sonoma Mountain),White,Chardonnay,balanced/ complex,95,"This exquisitely crafted model of balance offers lemon-bar meringue and baked pear on the nose before revealing a tightrope of minerality and lush concentration on the palate, weighted perfectly against each other. Fleshy and delicious, the wine has so much fine fruit to offer now it'd be shame to wait, yet it will clearly hold onto its beauty with age.",75,Paul Hobbs,US,California,Sonoma Mountain
Château Malartic-Lagravière 2012  Pessac-Léognan,White,Bordeaux-style White Blend,"dry, briny, crisp, acidic",95,"A dense, wood-aged wine, it brings richness, intense fruit and acidity together. It's complex and concentrated, powerfully structured and full of yellow fruits as well as lemon juice, edged with toast. It's a wine for aging, so drink from 2018.",56,Château Malartic-Lagravière,France,Bordeaux,Pessac-Léognan
Château Smith Haut Lafitte 2012  Pessac-Léognan,White,Bordeaux-style White Blend,balanced/ complex,95,"A richly rounded wine, impressively dense and powerful. Its ripe tropical and green fruits are integrating well with the toast from wood aging to give great swathes of complex fruit and structure. This is a wine for the long haul. Drink from 2017.",90,Château Smith Haut Lafitte,France,Bordeaux,Pessac-Léognan
Bruno Paillard 2004 Blanc de Blancs Brut Chardonnay (Champagne),White,Chardonnay,other white,95,"This mature wine shows its toasty side. A mineral texture is now integrated with the almond, yeast and bread flavors to give a wine that's crisp while no longer bringing out its fruit. This wine is elegant with poise and great style. Drink now.",90,Bruno Paillard,France,Champagne,Champagne
Joseph Phelps 2013 Freestone Vineyards Estate Grown Chardonnay (Sonoma Coast),White,Chardonnay,balanced/ complex,95,"This 100% varietal wine from the cooler outpost of Freestone is so deliciously crisp, bright in minerally lemon and fresh pear. It lingers on the palate in complex ways, elusive one moment, then exuberant the next—a celebration of ideal vintage and place.",55,Joseph Phelps,US,California,Sonoma Coast
Brick House 2013 Essence Chardonnay (Ribbon Ridge),White,Chardonnay,balanced/ complex,95,"One large (500 liter) barrel was set aside with wine from a single acre of four interplanted and ungrafted Chardonnay clones. This is truly a natural wine, fermented with no additives, aged on the lees for 18 months, and bottled unfined and unfiltered. Deeply rich flavors of apple pastry, buttery barrel and sweet spice are ineffably long and seductive. This rare and exceptional wine should be consumed in its youth.",45,Brick House,US,Oregon,Ribbon Ridge
Thomas Fogarty 2012 Langley Hill Vineyard Estate Grown Chardonnay (Santa Cruz Mountains),White,Chardonnay,balanced/ complex,95,"There's tremendous tension on the nose of this wine, with the slightest hints of yogurt and crushed ant mixing with a pink limeade aroma. The palate is extremely energized, with lime chiffon and tangerine-skin flavors proving simultaneously rich and zesty. It's superb now but has the bones for extended aging.",60,Thomas Fogarty,US,California,Santa Cruz Mountains
Gary Farrell 2013 Rochioli Vineyard Chardonnay (Russian River Valley),White,Chardonnay,"dry, briny, crisp, acidic",95,"An intensity of petrol-like oakiness on the nose of this wine suggests a youthful coiling that's yet to unravel. Still, plenty of promise is revealed, from robust yet floral elements of golden apple and honey to the effusive back notes of peach. Medium bodied, it finishes crisp and creamy, an expert combination of strength and elegance. Drink now through 2020.",55,Gary Farrell,US,California,Russian River Valley
Taittinger 2006 Comtes de Champagne Blanc de Blancs Brut Chardonnay (Champagne),White,Chardonnay,"dry, briny, crisp, acidic",95,"Taittinger's prestige cuvée epitomizes the Chardonnay predilection of this producer. This now-mature bottling is elegant and very stylish. Toast and a soft texture combine with great complexity to reveal a wine that is poised and ready to drink. But with the acidity in the background, it could still age, so drink now and until 2022.",199,Taittinger,France,Champagne,Champagne
Talley 2015 Oliver's Vineyard Chardonnay (Edna Valley),White,Chardonnay,balanced/ complex,95,"Plump aromas of lemon mousse, meringue, wet limestone, white flowers and ripe key lime show on the nose of this excellent bottling. The palate bursts with flavors of cool cream, sea salt and lemon pith, set against a chalky texture. A mysteriously compelling experience.",38,Talley,US,California,Edna Valley
Gary Farrell 2015 Russian River Selection Chardonnay (Russian River Valley),White,Chardonnay,other white,95,A scent of French butter offers an immediate invitation to this excellent wine. Austerity on the palate gives way to a juicy core of invigorating tangerine and white peach flavors. The gravelly minerality on the midpalate finishes softly and with ease.,35,Gary Farrell,US,California,Russian River Valley
